Customer ID,Recency,Frequency,Monetary,r_qt,f_qt,m_quartile,m_qt,RFM Score
22174,441,6,4339,1,4,4,4,144
22175,72,5,3979,4,3,3,3,433
22176,1146,2,1926,1,1,1,1,111
22177,36,3,2094,5,1,2,2,512
22178,9,8,5877,5,5,5,5,555
22179,351,9,6654,2,5,5,5,255
22180,327,4,1905,2,2,1,1,221
22181,215,7,7433,3,5,5,5,355
22182,45,5,1948,5,3,1,1,531
22183,559,5,4274,1,3,4,4,134
22184,18,4,2089,5,2,2,2,522
22185,57,2,2198,5,1,2,2,512
22186,64,6,2203,4,4,2,2,442
22187,439,4,3509,1,2,3,3,123
22188,779,3,535,1,1,1,1,111
22189,375,6,5265,2,4,4,4,244
22190,53,2,1106,5,1,1,1,511
22191,57,6,5065,5,4,4,4,544
22192,632,3,2489,1,1,2,2,112
22193,246,5,4163,3,3,4,4,334
22194,138,5,2417,4,3,2,2,432
22195,462,3,2779,1,1,2,2,112
22196,455,4,3323,1,2,3,3,123
22197,439,6,2746,1,4,2,2,142
22198,32,8,10723,5,5,5,5,555
22199,171,2,1612,3,1,1,1,311
22200,231,5,5613,3,3,5,5,335
22201,578,3,2069,1,1,2,2,112
22202,542,4,3005,1,2,2,2,122
22203,333,4,4565,2,2,4,4,224
22204,113,7,6143,4,5,5,5,455
22205,306,4,3220,2,2,3,3,223
22206,32,3,1609,5,1,1,1,511
22207,274,6,6725,2,4,5,5,245
22208,2,6,4659,5,4,4,4,544
22209,7,6,2221,5,4,2,2,542
22210,269,7,9756,2,5,5,5,255
22211,51,8,5344,5,5,4,4,554
22212,218,6,6981,3,4,5,5,345
22213,234,7,7477,3,5,5,5,355
22214,207,9,9051,3,5,5,5,355
22215,262,6,2529,2,4,2,2,242
22216,456,6,5048,1,4,4,4,144
22217,767,2,1330,1,1,1,1,111
22218,190,5,4886,3,3,4,4,334
22219,265,6,2484,2,4,2,2,242
22220,168,6,2848,3,4,2,2,342
22221,744,6,7021,1,4,5,5,145
22222,11,5,3842,5,3,3,3,533
22223,120,3,3237,4,1,3,3,413
22224,243,4,3916,3,2,3,3,323
22225,363,7,5450,2,5,4,4,254
22226,332,5,3632,2,3,3,3,233
22227,234,3,892,3,1,1,1,311
22228,390,4,3439,2,2,3,3,223
22229,79,3,2451,4,1,2,2,412
22230,58,7,3874,5,5,3,3,553
22231,63,3,1780,4,1,1,1,411
22232,33,4,2708,5,2,2,2,522
22233,27,11,7556,5,5,5,5,555
22234,32,2,980,5,1,1,1,511
22235,84,3,1392,4,1,1,1,411
22236,83,4,4503,4,2,4,4,424
22237,531,5,3610,1,3,3,3,133
22238,377,4,4331,2,2,4,4,224
22239,18,5,8142,5,3,5,5,535
22240,189,6,6952,3,4,5,5,345
22241,171,10,6934,3,5,5,5,355
22243,194,4,931,3,2,1,1,321
22244,545,5,4403,1,3,4,4,134
22245,324,11,8870,2,5,5,5,255
22246,209,5,2902,3,3,2,2,332
22247,91,4,3459,4,2,3,3,423
22248,60,7,5476,5,5,4,4,554
22249,484,6,2853,1,4,2,2,142
22250,260,8,8411,2,5,5,5,255
22251,632,2,1536,1,1,1,1,111
22252,40,3,704,5,1,1,1,511
22253,96,5,4186,4,3,4,4,434
22254,83,3,2446,4,1,2,2,412
22255,251,3,3191,2,1,3,3,213
22256,319,4,3061,2,2,3,3,223
22257,73,8,7696,4,5,5,5,455
22258,101,8,5186,4,5,4,4,454
22259,17,6,2521,5,4,2,2,542
22260,266,2,2297,2,1,2,2,212
22261,224,10,6976,3,5,5,5,355
22262,120,4,1496,4,2,1,1,421
22263,60,9,6659,5,5,5,5,555
22264,1293,1,843,1,1,1,1,111
22265,38,9,7902,5,5,5,5,555
22266,311,5,4996,2,3,4,4,234
22267,677,2,842,1,1,1,1,111
22268,45,6,4907,5,4,4,4,544
22269,796,2,872,1,1,1,1,111
22270,201,5,4446,3,3,4,4,334
22271,442,6,2529,1,4,2,2,142
22272,98,7,6752,4,5,5,5,455
22273,268,4,1076,2,2,1,1,221
22274,465,4,3462,1,2,3,3,123
22275,34,10,3905,5,5,3,3,553
22276,588,3,1906,1,1,1,1,111
22277,87,6,4821,4,4,4,4,444
22278,78,8,7242,4,5,5,5,455
22279,548,3,1393,1,1,1,1,111
22280,312,2,722,2,1,1,1,211
22281,117,5,4423,4,3,4,4,434
22282,433,3,2166,1,1,2,2,112
22283,231,3,3034,3,1,2,2,312
22284,65,3,3121,4,1,3,3,413
22285,77,6,4022,4,4,3,3,443
22286,282,5,3449,2,3,3,3,233
22287,68,2,1810,4,1,1,1,411
22288,61,8,5777,5,5,5,5,555
22289,68,9,7574,4,5,5,5,455
22290,293,7,2436,2,5,2,2,252
22291,94,2,1463,4,1,1,1,411
22292,717,5,5334,1,3,4,4,134
22293,302,6,4010,2,4,3,3,243
22294,157,7,5565,3,5,4,4,354
22295,398,3,2548,2,1,2,2,212
22296,785,5,6794,1,3,5,5,135
22297,7,3,3654,5,1,3,3,513
22298,594,4,2994,1,2,2,2,122
22299,723,4,3367,1,2,3,3,123
22300,66,5,2991,4,3,2,2,432
22301,464,7,4139,1,5,3,3,153
22302,117,8,3585,4,5,3,3,453
22303,97,4,3353,4,2,3,3,423
22304,108,6,4888,4,4,4,4,444
22305,9,6,4463,5,4,4,4,544
22306,106,7,4544,4,5,4,4,454
22307,460,5,4760,1,3,4,4,134
22308,84,10,8048,4,5,5,5,455
22309,58,9,9930,5,5,5,5,555
22310,420,6,3359,2,4,3,3,243
22311,398,6,6131,2,4,5,5,245
22312,34,6,4371,5,4,4,4,544
22313,63,7,6056,4,5,5,5,455
22314,408,4,5171,2,2,4,4,224
22315,187,4,2051,3,2,2,2,322
22316,133,2,1954,4,1,1,1,411
22317,626,4,4685,1,2,4,4,124
22318,242,8,7301,3,5,5,5,355
22319,25,6,5044,5,4,4,4,544
22320,244,7,5046,3,5,4,4,354
22321,141,4,3713,3,2,3,3,323
22322,228,4,3661,3,2,3,3,323
22323,274,4,3132,2,2,3,3,223
22324,81,3,1668,4,1,1,1,411
22325,83,5,4265,4,3,4,4,434
22326,429,3,961,2,1,1,1,211
22327,19,4,1232,5,2,1,1,521
22328,68,4,1985,4,2,2,2,422
22329,191,6,3701,3,4,3,3,343
22330,201,3,1810,3,1,1,1,311
22331,122,7,7161,4,5,5,5,455
22332,704,2,1185,1,1,1,1,111
22333,52,2,2778,5,1,2,2,512
22334,10,9,6854,5,5,5,5,555
22335,150,4,1265,3,2,1,1,321
22336,27,8,9783,5,5,5,5,555
22337,16,5,2739,5,3,2,2,532
22338,171,7,4936,3,5,4,4,354
22339,350,4,3391,2,2,3,3,223
22340,43,6,7245,5,4,5,5,545
22341,113,8,3509,4,5,3,3,453
22342,102,4,1400,4,2,1,1,421
22343,675,3,2296,1,1,2,2,112
22344,6,4,2717,5,2,2,2,522
22345,692,5,3906,1,3,3,3,133
22346,55,5,2309,5,3,2,2,532
22347,308,5,5146,2,3,4,4,234
22348,125,4,2385,4,2,2,2,422
22349,109,2,2124,4,1,2,2,412
22350,170,3,820,3,1,1,1,311
22351,122,8,4204,4,5,4,4,454
22352,837,3,2703,1,1,2,2,112
22353,325,5,6559,2,3,5,5,235
22354,437,10,6394,1,5,5,5,155
22355,952,4,3041,1,2,2,2,122
22356,148,6,1190,3,4,1,1,341
22357,352,2,1861,2,1,1,1,211
22358,134,6,3581,4,4,3,3,443
22359,217,6,4531,3,4,4,4,344
22360,278,5,2720,2,3,2,2,232
22361,121,9,5666,4,5,5,5,455
22362,43,9,6738,5,5,5,5,555
22363,83,9,9510,4,5,5,5,455
22364,334,4,4435,2,2,4,4,224
22365,5,5,2993,5,3,2,2,532
22366,68,4,3334,4,2,3,3,423
22367,771,2,1256,1,1,1,1,111
22368,199,4,1037,3,2,1,1,321
22369,93,11,6894,4,5,5,5,455
22370,392,3,3611,2,1,3,3,213
22371,11,9,8305,5,5,5,5,555
22372,678,3,1585,1,1,1,1,111
22373,127,5,3040,4,3,2,2,432
22374,933,1,1340,1,1,1,1,111
22375,75,4,1484,4,2,1,1,421
22376,52,7,5458,5,5,4,4,554
22377,197,4,1786,3,2,1,1,321
22378,524,3,1075,1,1,1,1,111
22379,196,8,8710,3,5,5,5,355
22380,94,4,3035,4,2,2,2,422
22381,709,4,2333,1,2,2,2,122
22382,245,2,1593,3,1,1,1,311
22383,208,9,4225,3,5,4,4,354
22384,295,4,3385,2,2,3,3,223
22385,1099,2,275,1,1,1,1,111
22386,70,8,7891,4,5,5,5,455
22387,507,1,222,1,1,1,1,111
22388,223,3,1621,3,1,1,1,311
22389,945,3,2469,1,1,2,2,112
22390,22,1,1940,5,1,1,1,511
22391,81,5,2983,4,3,2,2,432
22392,92,4,2752,4,2,2,2,422
22393,440,4,4093,1,2,3,3,123
22394,381,3,2131,2,1,2,2,212
22395,347,7,4458,2,5,4,4,254
22396,21,5,4202,5,3,4,4,534
22397,624,4,3563,1,2,3,3,123
22398,403,6,5223,2,4,4,4,244
22399,259,4,3646,2,2,3,3,223
22400,48,8,5751,5,5,5,5,555
22401,173,6,4652,3,4,4,4,344
22402,359,4,2823,2,2,2,2,222
22403,149,5,6431,3,3,5,5,335
22404,505,2,645,1,1,1,1,111
22405,83,9,4095,4,5,3,3,453
22406,29,6,3736,5,4,3,3,543
22407,137,9,9686,4,5,5,5,455
22408,396,7,7171,2,5,5,5,255
22409,389,7,4166,2,5,4,4,254
22410,198,8,5939,3,5,5,5,355
22411,241,2,3073,3,1,3,3,313
22412,76,7,6924,4,5,5,5,455
22413,454,4,1979,1,2,1,1,121
22414,692,6,5054,1,4,4,4,144
22415,27,3,4289,5,1,4,4,514
22416,740,8,5170,1,5,4,4,154
22417,99,9,3820,4,5,3,3,453
22418,58,7,4979,5,5,4,4,554
22419,259,2,1746,2,1,1,1,211
22420,47,4,1644,5,2,1,1,521
22421,1078,2,2996,1,1,2,2,112
22422,178,5,2712,3,3,2,2,332
22423,58,3,3087,5,1,3,3,513
22424,591,6,4862,1,4,4,4,144
22425,110,7,2752,4,5,2,2,452
22426,116,5,2258,4,3,2,2,432
22427,394,3,2401,2,1,2,2,212
22428,4,8,7697,5,5,5,5,555
22429,316,7,9516,2,5,5,5,255
22430,46,5,2783,5,3,2,2,532
22431,535,5,3361,1,3,3,3,133
22432,162,9,6537,3,5,5,5,355
22433,174,5,3891,3,3,3,3,333
22434,69,4,1049,4,2,1,1,421
22435,699,2,2821,1,1,2,2,112
22436,900,6,3169,1,4,3,3,143
22437,487,5,2678,1,3,2,2,132
22438,299,7,4267,2,5,4,4,254
22439,112,3,956,4,1,1,1,411
22440,556,3,2051,1,1,2,2,112
22441,298,2,884,2,1,1,1,211
22442,650,1,1245,1,1,1,1,111
22443,329,4,1907,2,2,1,1,221
22444,401,7,6809,2,5,5,5,255
22445,81,5,3583,4,3,3,3,433
22446,810,4,2239,1,2,2,2,122
22447,824,1,1765,1,1,1,1,111
22448,33,1,1036,5,1,1,1,511
22449,42,6,2722,5,4,2,2,542
22450,372,4,2897,2,2,2,2,222
22451,103,9,5088,4,5,4,4,454
22452,49,6,2714,5,4,2,2,542
22453,113,4,3655,4,2,3,3,423
22454,658,1,2315,1,1,2,2,112
22455,353,2,372,2,1,1,1,211
22456,70,8,7041,4,5,5,5,455
22457,263,3,520,2,1,1,1,211
22458,74,8,6513,4,5,5,5,455
22459,370,6,2941,2,4,2,2,242
22460,63,4,1549,4,2,1,1,421
22461,117,6,3950,4,4,3,3,443
22462,204,4,3922,3,2,3,3,323
22463,45,8,7260,5,5,5,5,555
22464,73,3,3966,4,1,3,3,413
22465,388,6,3314,2,4,3,3,243
22466,675,3,2675,1,1,2,2,112
22467,30,8,4810,5,5,4,4,554
22468,49,7,6478,5,5,5,5,555
22469,391,4,4379,2,2,4,4,224
22470,278,6,6030,2,4,5,5,245
22471,111,5,3508,4,3,3,3,433
22472,228,6,4455,3,4,4,4,344
22473,367,6,6398,2,4,5,5,245
22474,289,6,4256,2,4,4,4,244
22475,92,5,3794,4,3,3,3,433
22476,110,4,1548,4,2,1,1,421
22477,1110,1,227,1,1,1,1,111
22478,119,5,2319,4,3,2,2,432
22479,58,6,6219,5,4,5,5,545
22480,734,1,1745,1,1,1,1,111
22481,384,4,4439,2,2,4,4,224
22482,379,4,2108,2,2,2,2,222
22483,109,4,5290,4,2,4,4,424
22484,27,7,5394,5,5,4,4,554
22485,40,6,5287,5,4,4,4,544
22486,269,2,1383,2,1,1,1,211
22487,706,4,3228,1,2,3,3,123
22488,18,5,1765,5,3,1,1,531
22489,527,4,4038,1,2,3,3,123
22490,33,7,5311,5,5,4,4,554
22491,1053,2,1955,1,1,1,1,111
22492,380,2,1204,2,1,1,1,211
22493,688,3,4909,1,1,4,4,114
22494,108,5,4019,4,3,3,3,433
22495,50,4,2762,5,2,2,2,522
22496,280,3,3728,2,1,3,3,213
22497,118,5,4166,4,3,4,4,434
22498,616,3,6238,1,1,5,5,115
22499,372,2,2565,2,1,2,2,212
22500,21,10,8138,5,5,5,5,555
22501,127,4,2911,4,2,2,2,422
22502,350,5,2877,2,3,2,2,232
22503,329,8,3462,2,5,3,3,253
22504,54,5,2833,5,3,2,2,532
22505,302,4,4932,2,2,4,4,224
22506,63,3,917,4,1,1,1,411
22507,330,4,1510,2,2,1,1,221
22508,200,3,787,3,1,1,1,311
22509,85,9,9626,4,5,5,5,455
22510,46,4,2151,5,2,2,2,522
22511,59,5,2955,5,3,2,2,532
22512,75,5,5014,4,3,4,4,434
22513,52,5,4690,5,3,4,4,534
22514,1243,1,870,1,1,1,1,111
22515,253,3,322,2,1,1,1,211
22516,372,5,3214,2,3,3,3,233
22517,847,5,2275,1,3,2,2,132
22518,285,5,2543,2,3,2,2,232
22519,329,5,3293,2,3,3,3,233
22520,105,8,5588,4,5,5,5,455
22521,50,6,2517,5,4,2,2,542
22522,379,2,363,2,1,1,1,211
22523,434,4,3607,1,2,3,3,123
22524,19,6,6480,5,4,5,5,545
22525,88,2,2090,4,1,2,2,412
22526,261,7,2918,2,5,2,2,252
22527,606,2,358,1,1,1,1,111
22528,269,7,3591,2,5,3,3,253
22529,148,6,4795,3,4,4,4,344
22530,348,4,3672,2,2,3,3,223
22531,83,5,4135,4,3,3,3,433
22532,950,1,39,1,1,1,1,111
22533,25,9,6574,5,5,5,5,555
22534,82,7,4042,4,5,3,3,453
22535,116,5,1915,4,3,1,1,431
22536,269,5,4293,2,3,4,4,234
22537,53,4,2352,5,2,2,2,522
22538,113,8,6262,4,5,5,5,455
22539,229,5,3282,3,3,3,3,333
22540,10,11,9476,5,5,5,5,555
22541,107,5,2967,4,3,2,2,432
22542,333,3,1879,2,1,1,1,211
22543,149,5,3152,3,3,3,3,333
22544,232,4,812,3,2,1,1,321
22545,31,7,6014,5,5,5,5,555
22546,39,6,4597,5,4,4,4,544
22547,65,7,6496,4,5,5,5,455
22548,19,4,4343,5,2,4,4,524
22549,28,3,2493,5,1,2,2,512
22550,354,5,5127,2,3,4,4,234
22551,851,1,508,1,1,1,1,111
22552,398,8,6129,2,5,5,5,255
22553,505,6,3792,1,4,3,3,143
22554,350,3,2111,2,1,2,2,212
22555,282,5,4111,2,3,3,3,233
22556,1091,1,832,1,1,1,1,111
22557,267,5,2992,2,3,2,2,232
22558,1119,3,4124,1,1,3,3,113
22559,32,6,3923,5,4,3,3,543
22560,242,4,2747,3,2,2,2,322
22561,111,10,7853,4,5,5,5,455
22562,447,4,1853,1,2,1,1,121
22563,459,2,875,1,1,1,1,111
22564,44,2,602,5,1,1,1,511
22565,671,3,3289,1,1,3,3,113
22566,615,2,1412,1,1,1,1,111
22567,70,7,4479,4,5,4,4,454
22568,149,8,5483,3,5,4,4,354
22569,124,9,6514,4,5,5,5,455
22570,21,9,4463,5,5,4,4,554
22571,596,4,2097,1,2,2,2,122
22572,315,5,4148,2,3,3,3,233
22573,239,7,4301,3,5,4,4,354
22574,85,7,8240,4,5,5,5,455
22575,158,4,2950,3,2,2,2,322
22576,158,3,2631,3,1,2,2,312
22577,54,6,8620,5,4,5,5,545
22578,93,4,4795,4,2,4,4,424
22579,77,6,3584,4,4,3,3,443
22580,36,9,7965,5,5,5,5,555
22581,295,4,1174,2,2,1,1,221
22582,429,3,2795,2,1,2,2,212
22583,119,2,2825,4,1,2,2,412
22584,1158,3,3399,1,1,3,3,113
22585,29,7,4343,5,5,4,4,554
22586,8,8,2665,5,5,2,2,552
22587,42,5,4011,5,3,3,3,533
22588,693,4,2324,1,2,2,2,122
22589,1177,1,708,1,1,1,1,111
22590,302,3,2561,2,1,2,2,212
22591,120,3,2971,4,1,2,2,412
22592,137,6,1766,4,4,1,1,441
22593,54,3,2638,5,1,2,2,512
22594,350,2,718,2,1,1,1,211
22595,100,10,9143,4,5,5,5,455
22596,100,4,4592,4,2,4,4,424
22597,242,8,8609,3,5,5,5,355
22598,19,6,4845,5,4,4,4,544
22599,415,4,2365,2,2,2,2,222
22600,81,5,1451,4,3,1,1,431
22601,638,5,2944,1,3,2,2,132
22602,79,2,1604,4,1,1,1,411
22603,359,3,3435,2,1,3,3,213
22604,52,4,1268,5,2,1,1,521
22605,65,5,4072,4,3,3,3,433
22606,134,4,2976,4,2,2,2,422
22607,155,5,5253,3,3,4,4,334
22608,161,5,6236,3,3,5,5,335
22609,309,6,7038,2,4,5,5,245
22610,374,8,7418,2,5,5,5,255
22611,199,5,6732,3,3,5,5,335
22612,66,5,2805,4,3,2,2,432
22613,34,6,3550,5,4,3,3,543
22614,568,1,876,1,1,1,1,111
22615,31,6,3203,5,4,3,3,543
22616,119,4,2013,4,2,2,2,422
22617,717,4,3025,1,2,2,2,122
22618,747,4,4851,1,2,4,4,124
22619,247,6,2978,2,4,2,2,242
22620,296,3,2678,2,1,2,2,212
22621,352,3,2005,2,1,2,2,212
22622,65,5,2285,4,3,2,2,432
22623,534,4,3178,1,2,3,3,123
22624,59,7,3534,5,5,3,3,553
22625,468,3,2617,1,1,2,2,112
22626,276,8,6687,2,5,5,5,255
22627,2,5,3329,5,3,3,3,533
22628,22,6,6064,5,4,5,5,545
22629,647,3,2273,1,1,2,2,112
22630,155,5,2714,3,3,2,2,332
22631,15,10,5460,5,5,4,4,554
22632,39,7,6926,5,5,5,5,555
22633,238,4,6650,3,2,5,5,325
22634,700,4,2747,1,2,2,2,122
22635,204,4,3951,3,2,3,3,323
22636,19,4,3745,5,2,3,3,523
22637,606,3,1897,1,1,1,1,111
22638,106,3,1796,4,1,1,1,411
22639,288,6,2516,2,4,2,2,242
22640,472,4,2371,1,2,2,2,122
22641,98,6,5483,4,4,4,4,444
22642,76,6,3545,4,4,3,3,443
22643,58,5,1292,5,3,1,1,531
22644,66,9,8863,4,5,5,5,455
22645,55,8,6085,5,5,5,5,555
22646,565,3,1889,1,1,1,1,111
22647,201,7,4264,3,5,4,4,354
22648,33,6,4487,5,4,4,4,544
22649,13,6,4328,5,4,4,4,544
22650,220,3,2126,3,1,2,2,312
22651,16,6,5631,5,4,5,5,545
22652,87,8,5560,4,5,4,4,454
22653,63,3,1664,4,1,1,1,411
22654,102,4,4343,4,2,4,4,424
22655,335,6,5108,2,4,4,4,244
22656,661,6,4350,1,4,4,4,144
22657,191,5,6266,3,3,5,5,335
22659,236,6,5869,3,4,5,5,345
22660,200,7,5303,3,5,4,4,354
22661,866,4,3459,1,2,3,3,123
22662,51,5,5384,5,3,4,4,534
22663,483,3,2529,1,1,2,2,112
22664,525,5,4714,1,3,4,4,134
22665,480,6,6241,1,4,5,5,145
22666,729,3,2237,1,1,2,2,112
22667,151,4,1665,3,2,1,1,321
22668,135,6,4739,4,4,4,4,444
22669,227,6,3521,3,4,3,3,343
22670,3,12,9947,5,5,5,5,555
22671,47,6,4054,5,4,3,3,543
22672,600,2,2330,1,1,2,2,112
22673,138,4,3766,4,2,3,3,423
22674,499,4,5190,1,2,4,4,124
22675,167,7,6147,3,5,5,5,355
22676,360,6,4365,2,4,4,4,244
22677,94,9,10522,4,5,5,5,455
22678,130,7,6928,4,5,5,5,455
22679,93,5,3058,4,3,2,2,432
22680,38,6,4930,5,4,4,4,544
22681,43,9,10937,5,5,5,5,555
22682,95,5,3396,4,3,3,3,433
22683,204,4,4016,3,2,3,3,323
22684,779,4,4744,1,2,4,4,124
22685,130,7,7758,4,5,5,5,455
22686,105,8,6217,4,5,5,5,455
22687,416,3,3723,2,1,3,3,213
22688,114,7,4305,4,5,4,4,454
22689,472,7,7342,1,5,5,5,155
22690,449,3,2737,1,1,2,2,112
22691,185,4,1982,3,2,2,2,322
22692,68,9,7063,4,5,5,5,455
22693,178,2,1568,3,1,1,1,311
22694,18,6,4255,5,4,4,4,544
22695,47,4,1457,5,2,1,1,521
22696,90,6,5463,4,4,4,4,444
22697,108,4,4369,4,2,4,4,424
22698,125,1,460,4,1,1,1,411
22699,25,6,6076,5,4,5,5,545
22700,40,4,4270,5,2,4,4,524
22701,210,5,4838,3,3,4,4,334
22702,78,4,4022,4,2,3,3,423
22703,28,4,2835,5,2,2,2,522
22704,438,6,6627,1,4,5,5,145
22705,89,6,4574,4,4,4,4,444
22706,581,5,4428,1,3,4,4,134
22707,44,5,4966,5,3,4,4,534
22708,208,3,2536,3,1,2,2,312
22709,224,4,2444,3,2,2,2,322
22710,74,6,5838,4,4,5,5,445
22711,215,4,5322,3,2,4,4,324
22712,535,6,4460,1,4,4,4,144
22713,48,6,3415,5,4,3,3,543
22714,203,5,2496,3,3,2,2,332
22715,312,8,6667,2,5,5,5,255
22716,8,6,4496,5,4,4,4,544
22717,257,4,2457,2,2,2,2,222
22718,108,9,6520,4,5,5,5,455
22719,406,5,3632,2,3,3,3,233
22720,145,6,4264,3,4,4,4,344
22721,10,9,6790,5,5,5,5,555
22722,152,4,1534,3,2,1,1,321
22723,139,6,4308,3,4,4,4,344
22724,554,4,2744,1,2,2,2,122
22725,51,5,3627,5,3,3,3,533
22726,328,3,1018,2,1,1,1,211
22727,30,5,2274,5,3,2,2,532
22728,205,4,3175,3,2,3,3,323
22729,62,2,2257,4,1,2,2,412
22730,32,10,6358,5,5,5,5,555
22731,285,6,5138,2,4,4,4,244
22732,190,3,2855,3,1,2,2,312
22733,392,6,3010,2,4,2,2,242
22734,30,6,4101,5,4,3,3,543
22735,233,3,703,3,1,1,1,311
22736,411,5,4058,2,3,3,3,233
22737,14,5,2029,5,3,2,2,532
22738,211,2,1013,3,1,1,1,311
22739,145,5,4302,3,3,4,4,334
22740,480,3,1367,1,1,1,1,111
22741,173,6,5602,3,4,5,5,345
22742,323,3,4030,2,1,3,3,213
22743,469,5,3640,1,3,3,3,133
22744,225,3,3587,3,1,3,3,313
22745,31,4,2094,5,2,2,2,522
22746,508,2,1633,1,1,1,1,111
22747,40,4,1312,5,2,1,1,521
22748,78,5,2876,4,3,2,2,432
22749,338,3,1649,2,1,1,1,211
22750,66,6,3718,4,4,3,3,443
22751,319,5,3623,2,3,3,3,233
22752,99,10,14283,4,5,5,5,455
22753,72,6,3673,4,4,3,3,443
22754,2,10,9369,5,5,5,5,555
22755,90,3,1101,4,1,1,1,411
22756,295,6,5544,2,4,4,4,244
22757,207,5,6749,3,3,5,5,335
22758,14,6,2828,5,4,2,2,542
22759,675,4,1269,1,2,1,1,121
22760,302,6,2490,2,4,2,2,242
22761,146,5,4158,3,3,4,4,334
22762,54,7,8575,5,5,5,5,555
22763,106,3,4066,4,1,3,3,413
22764,201,4,2186,3,2,2,2,322
22765,273,5,1938,2,3,1,1,231
22766,173,7,2065,3,5,2,2,352
22767,126,5,2839,4,3,2,2,432
22768,733,1,567,1,1,1,1,111
22769,361,3,1213,2,1,1,1,211
22770,85,4,2845,4,2,2,2,422
22771,200,3,1135,3,1,1,1,311
22772,154,5,2715,3,3,2,2,332
22773,25,8,5983,5,5,5,5,555
22774,75,4,1165,4,2,1,1,421
22775,599,2,2534,1,1,2,2,112
22776,15,5,4367,5,3,4,4,534
22777,174,10,11222,3,5,5,5,355
22778,284,4,3086,2,2,3,3,223
22779,146,6,3636,3,4,3,3,343
22780,172,4,3555,3,2,3,3,323
22781,91,4,3482,4,2,3,3,423
22782,205,3,1309,3,1,1,1,311
22783,38,9,7616,5,5,5,5,555
22784,8,3,2598,5,1,2,2,512
22785,653,4,2314,1,2,2,2,122
22786,440,4,2387,1,2,2,2,122
22787,373,5,3822,2,3,3,3,233
22788,239,7,5280,3,5,4,4,354
22789,76,5,1935,4,3,1,1,431
22790,376,6,3186,2,4,3,3,243
22791,243,3,1528,3,1,1,1,311
22792,1026,1,216,1,1,1,1,111
22793,532,1,1370,1,1,1,1,111
22794,35,6,6299,5,4,5,5,545
22795,482,2,949,1,1,1,1,111
22796,737,5,3803,1,3,3,3,133
22797,417,5,3875,2,3,3,3,233
22798,714,3,3078,1,1,3,3,113
22799,336,3,2733,2,1,2,2,212
22800,43,6,4849,5,4,4,4,544
22801,47,11,10963,5,5,5,5,555
22802,210,6,5304,3,4,4,4,344
22803,30,3,3696,5,1,3,3,513
22804,643,4,3540,1,2,3,3,123
22805,573,2,721,1,1,1,1,111
22806,364,4,4346,2,2,4,4,224
22807,114,12,12393,4,5,5,5,455
22808,366,4,2136,2,2,2,2,222
22809,38,4,1930,5,2,1,1,521
22810,160,7,5100,3,5,4,4,354
22811,326,4,3799,2,2,3,3,223
22812,131,9,4176,4,5,4,4,454
22813,151,6,5804,3,4,5,5,345
22814,177,4,1574,3,2,1,1,321
22815,42,8,6393,5,5,5,5,555
22816,257,5,2768,2,3,2,2,232
22817,241,5,2956,3,3,2,2,332
22818,251,4,3231,2,2,3,3,223
22819,88,5,4847,4,3,4,4,434
22820,83,6,6578,4,4,5,5,445
22821,16,12,7130,5,5,5,5,555
22822,185,3,2783,3,1,2,2,312
22823,9,3,2938,5,1,2,2,512
22824,358,4,2478,2,2,2,2,222
22825,155,9,8458,3,5,5,5,355
22826,789,5,3412,1,3,3,3,133
22827,57,2,1654,5,1,1,1,511
22828,386,5,6055,2,3,5,5,235
22829,282,5,6660,2,3,5,5,235
22830,116,3,3171,4,1,3,3,413
22831,398,7,6375,2,5,5,5,255
22832,78,4,2216,4,2,2,2,422
22833,104,4,2827,4,2,2,2,422
22834,11,7,5163,5,5,4,4,554
22835,228,5,6483,3,3,5,5,335
22836,52,6,3320,5,4,3,3,543
22837,9,5,3508,5,3,3,3,533
22839,160,6,5382,3,4,4,4,344
22840,596,3,3307,1,1,3,3,113
22841,66,12,7011,4,5,5,5,455
22842,326,4,3396,2,2,3,3,223
22843,190,4,2385,3,2,2,2,322
22844,513,8,5070,1,5,4,4,154
22845,302,4,2184,2,2,2,2,222
22846,74,6,3056,4,4,2,2,442
22847,222,4,2798,3,2,2,2,322
22848,457,3,854,1,1,1,1,111
22849,382,6,3046,2,4,2,2,242
22850,21,5,4441,5,3,4,4,534
22851,137,3,724,4,1,1,1,411
22852,85,5,5418,4,3,4,4,434
22853,46,4,2537,5,2,2,2,522
22854,52,6,3531,5,4,3,3,543
22855,46,3,2830,5,1,2,2,512
22856,58,4,2639,5,2,2,2,522
22857,131,4,1730,4,2,1,1,421
22858,85,4,3168,4,2,3,3,423
22859,143,5,3161,3,3,3,3,333
22860,465,6,6241,1,4,5,5,145
22861,61,6,5143,5,4,4,4,544
22862,338,6,4546,2,4,4,4,244
22863,58,5,2183,5,3,2,2,532
22864,1062,4,1690,1,2,1,1,121
22865,161,9,6242,3,5,5,5,355
22866,185,7,6802,3,5,5,5,355
22867,334,7,3834,2,5,3,3,253
22868,952,2,942,1,1,1,1,111
22869,270,6,4056,2,4,3,3,243
22870,63,5,3095,4,3,3,3,433
22871,136,3,1428,4,1,1,1,411
22872,332,6,5006,2,4,4,4,244
22873,181,4,2327,3,2,2,2,322
22874,298,7,5872,2,5,5,5,255
22875,35,6,3818,5,4,3,3,543
